_id,AnnoS,AteneoCOD,AteneoNOME,ClasseNUMERO,CorsoNOME,SedeC,IstatP,Lau
20566,2018,9201,Cagliari,LM-52,Relazioni Internazionali,CAGLIARI,92,22
20567,2018,9201,Cagliari,L-02,Biotecnologie Industriali,CAGLIARI,92,22
20568,2018,9201,Cagliari,L-11,Lingue e Culture per la Mediazione Linguistica,CAGLIARI,92,22
20569,2019,101,Torino,LM-02,Archeologia e Storia Antica,TORINO,1,22
20570,2019,101,Torino,LM-90,Studi Giuridici Europei,TORINO,1,22
20571,2019,102,Torino Politecnico,LM-04,Architettura (Costruzione e Citt),TORINO,1,22
20572,2018,7001,Molise,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),CAMPOBASSO,70,22
20573,2018,7101,Foggia,LM-50,Scienze Pedagogiche e della Progettazione Educativa,FOGGIA,71,22
20574,2018,7201,Bari,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),TARANTO,73,22
20575,2018,7201,Bari,LM-89,Storia dell'Arte,BARI,72,22
20576,2018,7202,Bari Politecnico,LM-35,Ingegneria per l'Ambiente e il Territorio,BARI,72,22
20577,2018,7901,Catanzaro,LM-21,Ingegneria Biomedica,CATANZARO,79,22
20578,2018,8201,Palermo,LM-37,Lingue e Letterature Moderne dell'Occidente e dell'Oriente,PALERMO,82,22
20579,2018,7501,Salento,LM-75,Scienze Ambientali,LECCE,75,22
20580,2018,7601,Basilicata,LM-04cu,Architettura,MATERA,77,22
20581,2018,7801,Calabria,LM-84,Scienze Storiche,RENDE,78,22
20582,2018,7801,Calabria,L-07,Ingegneria per l'Ambiente e il Territorio,RENDE,78,22
20583,2018,7801,Calabria,L-01,Lettere e Beni Culturali,RENDE,78,22
20584,2018,5807,Roma Tre,LM-20,Ingegneria Aeronautica,ROMA,58,22
20585,2018,5801,Roma La Sapienza,LM-08,"Biotecnologie Genomiche, Industriali ed Ambientali",ROMA,58,22
20586,2018,5801,Roma La Sapienza,LM-09,Biotecnologie Farmaceutiche,ROMA,58,22
20587,2018,5801,Roma La Sapienza,LM/SNT3,Scienze delle Professioni Sanitarie Tecniche Diagnostiche,ROMA,58,22
20588,2018,5801,Roma La Sapienza,L-06,Scienze Geografiche per l'Ambiente e la Salute,ROMA,58,22
20589,2018,5801,Roma La Sapienza,L-09,Ingegneria Civile e Industriale,LATINA,59,22
20590,2018,5401,Perugia,L-09,Ingegneria Industriale,TERNI,55,22
20591,2018,5401,Perugia,L-14,Funzionario Giudiziario e Amministrativo,PERUGIA,54,22
20592,2018,5201,Siena,LM-63,Scienze delle Amministrazioni,SIENA,52,22
20593,2018,5601,Tuscia,L-25,Scienze Forestali e Ambientali,VITERBO,56,22
20594,2018,5801,Roma La Sapienza,L/SNT2,Podologia (Abilitante alla Professione Sanitaria di Podologo),ROMA,58,22
20595,2018,6301,Napoli Federico II,L-08,Corso di Laurea in Ingegneria delle Telecomunicazioni,NAPOLI,63,22
20596,2018,6301,Napoli Federico II,L-25,Viticoltura ed Enologia,AVELLINO,64,22
20597,2018,5813,Roma UNINETTUNO - telematica,L-01,Operatore dei Beni Culturali,ROMA,58,22
20598,2018,5807,Roma Tre,LM-92,Scienze Cognitive della Comunicazione e dell'Azione,ROMA,58,22
20599,2018,6302,Napoli Parthenope,LMG/01,Giurisprudenza,NOLA,63,22
20600,2018,6306,Napoli Vanvitelli,LM-46,Odontoiatria e Protesi Dentaria,NAPOLI,63,22
20601,2018,6306,Napoli Vanvitelli,LM-33,Ingegneria Meccanica,AVERSA,61,22
20602,2018,6306,Napoli Vanvitelli,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),NAPOLI,63,22
20603,2018,6601,L'Aquila,L-31,Informatica,L'AQUILA,66,22
20604,2018,6501,Salerno,LM-59,Comunicazione d'Impresa e Comunicazione Pubblica,FISCIANO,65,22
20605,2016,2801,Padova,LM-58,Astronomia,PADOVA,28,22
20606,2016,2801,Padova,LM-27,Ingegneria delle Telecomunicazioni,PADOVA,28,22
20607,2016,2801,Padova,LM-89,Storia dell'Arte,PADOVA,28,22
20608,2016,1509,Milano Bicocca,LM-63,Management e Design dei Servizi,MILANO,15,22
20609,2016,1701,Brescia,17,Economia e Gestione Aziendale,BRESCIA,17,22
20610,2016,1801,Pavia,LM-40,Matematica,PAVIA,18,22
20611,2016,3201,Trieste,LM-09,Biotecnologie Mediche,TRIESTE,32,22
20612,2016,3401,Parma,LM-75,Scienze e Tecnologie per l'Ambiente e le Risorse,PARMA,34,22
20613,2016,3401,Parma,L-34,Scienze Geologiche,PARMA,34,22
20614,2016,3801,Ferrara,LM-37,Lingue e Letterature Straniere,FERRARA,38,22
20615,2016,4101,Urbino,L-36,"Scienze Politiche, Economiche e del Governo",URBINO,41,22
20616,2016,3701,Bologna,LM-76,Innovation And Organization Of Culture And The Arts,BOLOGNA,37,22
20617,2016,3701,Bologna,LM-77,Management dell'Economia Sociale,FORLI',40,22
20618,2016,3701,Bologna,L-22,Scienze Motorie,BOLOGNA,37,22
20619,2016,3701,Bologna,LM/SNT1,Scienze Infermieristiche e Ostetriche,BOLOGNA,37,22
20620,2016,3701,Bologna,LM-17,Fisica del Sistema Terra,BOLOGNA,37,22
20621,2016,3701,Bologna,LM-20,Aerospace Engineering / Ingegneria Aerospaziale,FORLI',40,22
20622,2015,9201,Cagliari,LM-37,Lingue e Letterature Moderne Europee e Americane,CAGLIARI,92,22
20623,2015,9201,Cagliari,L-18,Economia e Gestione dei Servizi Turistici,CAGLIARI,92,22
20624,2015,9201,Cagliari,L-13,Biologia,CAGLIARI,92,22
20625,2016,101,Torino,LM-84,Scienze Storiche,TORINO,1,22
20626,2016,101,Torino,LM-74,Scienze Geologiche Applicate,TORINO,1,22
20627,2016,101,Torino,L/SNT1,Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico),TORINO,1,22
20628,2016,101,Torino,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),AOSTA,7,22
20629,2016,101,Torino,L-19,Scienze dell'Educazione,SAVIGLIANO,4,22
20630,2015,9001,Sassari,L-25,Scienze Forestali e Ambientali,NUORO,91,22
20631,2015,8701,Catania,LM-89,Storia dell'Arte e Beni Culturali,CATANIA,87,22
20632,2015,8701,Catania,LM-23,Ingegneria Civile delle Acque e dei Trasporti,CATANIA,87,22
20633,2015,8701,Catania,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),CATANIA,87,22
20634,2015,8301,Messina,LM/SNT2,Scienze Riabilitative delle Professioni Sanitarie,MESSINA,83,22
20635,2015,8301,Messina,L-16,Scienze dell'Amministrazione e dello Sviluppo Economico,MESSINA,83,22
20636,2015,8301,Messina,L-05,Filosofia,MESSINA,83,22
20637,2016,1001,Genova,LM-52,Scienze Internazionali e Diplomatiche,GENOVA,10,22
20638,2016,1001,Genova,LM-85 bis,Scienze della Formazione Primaria,GENOVA,10,22
20639,2016,1001,Genova,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),GENOVA,10,22
20640,2016,1001,Genova,L-09,Ingegneria Meccanica,LA SPEZIA,11,22
20641,2016,1001,Genova,L-32,Scienze Ambientali,GENOVA,10,22
20642,2016,201,Piemonte Orientale,L-05,Filosofia e Comunicazione,VERCELLI,2,22
20643,2016,1505,Milano IULM,LM-89,"Arti, Patrimoni e Mercati",MILANO,15,22
20644,2016,1508,Milano San Raffaele,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),MILANO,15,22
20645,2016,1508,Milano San Raffaele,LM-78,Scienze Filosofiche,MILANO,15,22
20646,2016,1502,Milano Politecnico,L-09,Ingegneria Matematica,MILANO,15,22
20647,2016,5802,Roma Tor Vergata,LM-21,Ingegneria Medica,ROMA,58,22
20648,2016,5807,Roma Tre,LM-92,Teorie della Comunicazione,ROMA,58,22
20649,2016,5801,Roma La Sapienza,LM-82,Scienze Statistiche e Decisionali,ROMA,58,22
20650,2016,5801,Roma La Sapienza,LM-19,Media Studies e Comunicazione Digitale,ROMA,58,22
20651,2016,5801,Roma La Sapienza,LM/SNT2,Scienze Riabilitative delle Professioni Sanitarie,ROMA,58,22
20652,2016,5801,Roma La Sapienza,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",VITERBO,56,22
20653,2016,5601,Tuscia,L-25,Scienze e Tecnologie per la Conservazione delle Foreste e della Natura,VITERBO,56,22
20654,2016,5801,Roma La Sapienza,11,Lingue e Civilta Orientali,ROMA,58,22
20655,2016,4201,Marche,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),ANCONA,42,22
20656,2016,4801,Firenze,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PISTOIA,47,22
20657,2016,4801,Firenze,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),FIRENZE,48,22
20658,2016,4801,Firenze,L-41,Statistica,FIRENZE,48,22
20659,2016,5401,Perugia,LM-74,Geologia degli Idrocarburi,PERUGIA,54,22
20660,2016,5401,Perugia,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),PERUGIA,54,22
20661,2016,5401,Perugia,L-09,Ingegneria Industriale,TERNI,55,22
20662,2016,5201,Siena,14/S,Farmacia,SIENA,52,22
20663,2016,5201,Siena,46/S,Medicina e Chirurgia,SIENA,52,22
20664,2016,5001,Pisa,47/S,Medicina Veterinaria,PISA,50,22
20665,2016,5001,Pisa,L-26,Viticoltura ed Enologia,PISA,50,22
20666,2016,7501,Salento,LM-09,Biotecnologie Mediche e Nanobiotecnologie,LECCE,75,22
20667,2016,7501,Salento,LM-16,Economia Finanza e Assicurazioni,LECCE,75,22
20668,2016,7202,Bari Politecnico,4,Corso di Laurea in Ingegneria Edile,BARI,72,22
20669,2016,7801,Calabria,L-41,Statistica per le Aziende e le Assicurazioni,RENDE,78,22
20670,2016,7801,Calabria,L-34,Scienze Geologiche,RENDE,78,22
20671,2016,7801,Calabria,L-32,Scienze Naturali,RENDE,78,22
20672,2016,7501,Salento,LM-94,Traduzione Tecnico-Scientifica e Interpretariato,LECCE,75,22
20673,2016,7901,Catanzaro,L-40,Sociologia,CATANZARO,79,22
20674,2016,8001,Reggio Calabria,L-25,Scienze Forestali e Ambientali,REGGIO DI CALABRIA,80,22
20675,2016,8001,Reggio Calabria,LM-27,Ingegneria Informatica e dei Sistemi per le Telecomunicazioni,REGGIO DI CALABRIA,80,22
20676,2016,8201,Palermo,L-35,Matematica,PALERMO,82,22
20677,2016,8201,Palermo,L-08,Ingegneria Gestionale e Informatica,AGRIGENTO,84,22
20678,2016,6901,Chieti e Pescara,L/SNT2,Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale),CHIETI,69,22
20679,2016,6901,Chieti e Pescara,L-23,Tecniche del Costruire,PESCARA,68,22
20680,2016,6601,L'Aquila,LM-14,Filologia Classica e Moderna,L'AQUILA,66,22
20681,2016,6501,Salerno,L-29,Tecniche Erboristiche,FISCIANO,65,22
20682,2016,6501,Salerno,LM-18,Tecnologie Informatiche e Management,FISCIANO,65,22
20683,2016,6301,Napoli Federico II,LM-04cu,Corso di Laurea Magistrale in Ingegneria Edile-Architettura,NAPOLI,63,22
20684,2016,6201,Sannio,LM-23,Ingegneria Civile,BENEVENTO,62,22
20685,2015,5810,Roma Marconi - telematica,LM-14,Filologia e Letterature Moderne,ROMA,58,22
20686,2015,6001,Cassino,L-07,Ingegneria Civile e Ambientale,FROSINONE,60,22
20687,2015,5801,Roma La Sapienza,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),LATINA,59,22
20688,2015,5801,Roma La Sapienza,LM-20,Ingegneria Spaziale,ROMA,58,22
20689,2015,5801,Roma La Sapienza,LM-23,Ingegneria dei Sistemi di Trasporto,ROMA,58,22
20690,2015,5801,Roma La Sapienza,LM-08,"Biotecnologie Genomiche, Industriali ed Ambientali",ROMA,58,22
20691,2015,5801,Roma La Sapienza,LM-60,Conservazione e Divulgazione Naturalistica,ROMA,58,22
20692,2015,5802,Roma Tor Vergata,LM-89,Storia dell'Arte,ROMA,58,22
20693,2015,5802,Roma Tor Vergata,LM-23,Ingegneria Civile,ROMA,58,22
20694,2015,5802,Roma Tor Vergata,LM-14,"Letteratura Italiana, Filologia Moderna e Linguistica",ROMA,58,22
20695,2015,5401,Perugia,L-30,Fisica,PERUGIA,54,22
20696,2015,5401,Perugia,17,Corso di Laurea in Economia Aziendale,PERUGIA,54,22
20697,2015,5401,Perugia,L-09,Ingegneria Industriale,TERNI,55,22
20698,2015,5001,Pisa,LM-30,Ingegneria Energetica,PISA,50,22
20699,2015,5201,Siena,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),SIENA,52,22
20700,2015,4801,Firenze,LM-65,Scienze dello Spettacolo,FIRENZE,48,22
20701,2015,5001,Pisa,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),PISA,50,22
20702,2015,5001,Pisa,L/SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),PISA,50,22
20703,2015,5001,Pisa,47/S,Medicina Veterinaria,PISA,50,22
20704,2015,6601,L'Aquila,34,Scienze dell'Investigazione,L'AQUILA,66,22
20705,2015,6601,L'Aquila,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),L'AQUILA,66,22
20706,2015,6601,L'Aquila,LM-35,Ingegneria per l'Ambiente ed il Territorio,L'AQUILA,66,22
20707,2015,6601,L'Aquila,LM-32,Ingegneria Informatica e Automatica,L'AQUILA,66,22
20708,2015,6701,Teramo,L-02,Biotecnologie,MOSCIANO SANT'ANGELO,67,22
20709,2015,6901,Chieti e Pescara,LM-74,Scienze e Tecnologie Geologiche,CHIETI,69,22
20710,2015,6501,Salerno,11,Lingue e Culture Straniere,FISCIANO,65,22
20711,2015,6304,Napoli Benincasa,99999,Conservazione dei beni culturali,NAPOLI,63,22
20712,2015,6306,Napoli Vanvitelli,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),GROTTAMINARDA,64,22
20713,2015,6306,Napoli Vanvitelli,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),NAPOLI,63,22
20714,2015,6301,Napoli Federico II,LM-86,Scienze e Tecnologie delle Produzioni Animali,NAPOLI,63,22
20715,2015,6301,Napoli Federico II,LM-82,Scienze Statistiche per le Decisioni,NAPOLI,63,22
20716,2015,6301,Napoli Federico II,LM-61,Scienza degli Alimenti e Nutrizione,PORTICI,63,22
20717,2015,6301,Napoli Federico II,L-29,Corso di Laurea Interfacolta in Scienze Erboristiche,NAPOLI,63,22
20718,2015,6301,Napoli Federico II,L-25,Corso di Laurea in Tecnologie Agrarie,PORTICI,63,22
20719,2015,7501,Salento,L-19,Scienze della Formazione e Saperi Filosofici,LECCE,75,22
20720,2015,7501,Salento,LM-09,Biotecnologie Mediche e Nanobiotecnologie,LECCE,75,22
20721,2015,7202,Bari Politecnico,LM-28,Ingegneria Elettrica,BARI,72,22
20722,2015,7601,Basilicata,L-09,Ingegneria Meccanica,POTENZA,76,22
20723,2015,7601,Basilicata,LM-49,Scienze del Turismo e dei Patrimoni Culturali,MATERA,77,22
20724,2015,8201,Palermo,L-31,Informatica,PALERMO,82,22
20725,2015,8201,Palermo,L-08,Ingegneria Elettronica,PALERMO,82,22
20726,2015,8201,Palermo,LM-09,Biotecnologie Mediche e Medicina Molecolare,PALERMO,82,22
20727,2015,8201,Palermo,L-41,Statistica per l'Analisi dei Dati,PALERMO,82,22
20728,2015,8301,Messina,28,Economia Bancaria Finanziaria e Assicurativa,MESSINA,83,22
20729,2015,7801,Calabria,L-05,Filosofia e Storia,RENDE,78,22
20730,2015,2801,Padova,LM-54,Chimica,PADOVA,28,22
20731,2015,2801,Padova,LM-57,Scienze della Formazione Continua,PADOVA,28,22
20732,2015,2801,Padova,LM-52,Istituzioni e Politiche dei Diritti Umani e della Pace,PADOVA,28,22
20733,2015,2301,Verona,LM/SNT1,Scienze Infermieristiche e Ostetriche,VERONA,23,22
20734,2015,2702,Venezia Iuav,4,Scienze dell'Architettura,VENEZIA,27,22
20735,2015,3001,Udine,L-35,Matematica,UDINE,30,22
20736,2015,3001,Udine,L-31,Informatica,UDINE,30,22
20737,2015,3001,Udine,LM-69,"Viticoltura, Enologia e Mercati Vitivinicoli",UDINE,30,22
20738,2015,3201,Trieste,10,Ingegneria Industriale,TRIESTE,32,22
20739,2015,3201,Trieste,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),TRIESTE,32,22
20740,2015,3601,Modena e Reggio Emilia,L-05,Scienze della Cultura,MODENA,36,22
20741,2015,3601,Modena e Reggio Emilia,L-08,Ingegneria Gestionale,REGGIO NELL'EMILIA,35,22
20742,2015,3601,Modena e Reggio Emilia,L-34,Scienze Geologiche,MODENA,36,22
20743,2015,3401,Parma,LM-51,Psicologia dell'Intervento Clinico e Sociale,PARMA,34,22
20744,2015,3401,Parma,LM-06,Biologia Molecolare,PARMA,34,22
20745,2015,3401,Parma,L-05,Studi Filosofici,PARMA,34,22
20746,2015,3401,Parma,L/SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),PARMA,34,22
20747,2015,3701,Bologna,LM-70,Scienze e Tecnologie Alimentari,CESENA,40,22
20748,2015,3701,Bologna,LM-63,Politica Amministrazione e Organizzazione,BOLOGNA,37,22
20749,2015,3701,Bologna,LM-36,Lingue e Culture dell'Asia e dell'Africa,BOLOGNA,37,22
20750,2015,3701,Bologna,L-40,Sociologia e Scienze Criminologiche per la Sicurezza,FORLI',40,22
20751,2015,3701,Bologna,L-40,Sociologia,BOLOGNA,37,22
20752,2015,3701,Bologna,LM/SNT1,Scienze Infermieristiche e Ostetriche,BOLOGNA,37,22
20753,2015,3801,Ferrara,LM-37,Lingue e Letterature Straniere,FERRARA,38,22
20754,2015,3601,Modena e Reggio Emilia,LM-56,Economia e Politiche Pubbliche,MODENA,36,22
20755,2015,3701,Bologna,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),BOLOGNA,37,22
20756,2015,4302,Camerino,LM-40,Matematica e Applicazioni,CAMERINO,43,22
20757,2015,4101,Urbino,L-19,Scienze dell'Educazione e della Formazione,URBINO,41,22
20758,2015,4101,Urbino,LM-87,"Gestione delle Politiche, dei Servizi Sociali e della Mediazione Interculturale",URBINO,41,22
20759,2015,4201,Marche,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),ANCONA,42,22
20760,2015,101,Torino,26,Informatica,TORINO,1,22
20761,2015,201,Piemonte Orientale,L-31,Informatica,ALESSANDRIA,6,22
20762,2015,201,Piemonte Orientale,LM-37,Lingue e Letterature Moderne Europee e Americane,VERCELLI,2,22
20763,2015,1501,Milano,L-02,Biotecnologie Industriali e Ambientali,MILANO,15,22
20764,2015,1501,Milano,L/SNT2,Podologia (Abilitante alla Professione Sanitaria di Podologo),MILANO,15,22
20765,2015,1501,Milano,26,Informatica,MILANO,15,22
20766,2015,1001,Genova,LM-33,Ingegneria Meccanica - Progettazione e Produzione,GENOVA,10,22
20767,2015,1001,Genova,LM-12,Design Navale e Nautico,GENOVA,10,22
20768,2015,1501,Milano,LM-63,Amministrazioni e Politiche Pubbliche,MILANO,15,22
20769,2015,1501,Milano,LM-80,Valorizzazione Culturale del Territorio e del Paesaggio,MILANO,15,22
20770,2015,2101,Bolzano,L-33,Scienze Economiche e Sociali,BOLZANO - BOZEN,21,22
20771,2015,1801,Pavia,LM-40,Matematica,PAVIA,18,22
20772,2015,2301,Verona,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),VERONA,23,22
20773,2015,1601,Bergamo,14,Comunicazione di Massa Pubblica e Istituzionale,BERGAMO,16,22
20774,2015,1701,Brescia,L-33,Economia,BRESCIA,17,22
20775,2015,1601,Bergamo,17,Economia ed Amministrazione delle Imprese,BERGAMO,16,21
20776,2015,2301,Verona,18,Scienze dell'Educazione,VERONA,23,21
20777,2015,1504,Milano Cattolica,L-14,Servizi Giuridici,MILANO,15,21
20778,2015,1509,Milano Bicocca,17,Economia e Amministrazione delle Imprese,MILANO,15,21
20779,2015,1509,Milano Bicocca,L-41,Statistica e Gestione delle Informazioni,MILANO,15,21
20780,2015,1001,Genova,L-32,Scienze Naturali,GENOVA,10,21
20781,2015,1001,Genova,L-09,Ingegneria Chimica,GENOVA,10,21
20782,2015,1501,Milano,L/SNT3,Dietistica (Abilitante alla Professione Sanitaria di Dietista),MILANO,15,21
20783,2015,1202,Insubria,LM-92,Scienze e Tecniche della Comunicazione,VARESE,12,21
20784,2015,201,Piemonte Orientale,LM-09,Biotecnologie Mediche,NOVARA,3,21
20785,2015,201,Piemonte Orientale,L-14,Servizi Giuridici per l'Impresa,NOVARA,3,21
20786,2015,201,Piemonte Orientale,L/SNT1,Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico),NOVARA,3,21
20787,2015,101,Torino,SNT2,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),TORINO,1,21
20788,2015,101,Torino,13,Scienze dei Beni Culturali,TORINO,1,21
20789,2015,101,Torino,L/SNT1,Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico),TORINO,1,21
20790,2015,101,Torino,LM-38,Comunicazione Internazionale per il Turismo,TORINO,1,21
20791,2015,101,Torino,LM-08,Biotecnologie Industriali,TORINO,1,21
20792,2015,4201,Marche,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),ANCONA,42,21
20793,2015,4201,Marche,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",ANCONA,42,21
20794,2015,4101,Urbino,L-36,"Scienze Politiche, Economiche e del Governo",URBINO,41,21
20795,2015,4302,Camerino,LM-54,Chemistry And Advanced Chemical Methodologies,CAMERINO,43,21
20796,2015,4302,Camerino,L-02,Bioscienze e Biotecnologia - Biosciences And Biotechnology,CAMERINO,43,21
20797,2015,4801,Firenze,L-10,Lettere,FIRENZE,48,21
20798,2015,3701,Bologna,L-22,Attivita Motorie per il Benessere ed il Tempo Libero,RIMINI,99,21
20799,2015,3701,Bologna,L-30,Astronomia,BOLOGNA,37,21
20800,2015,3801,Ferrara,LM-40,Matematica,FERRARA,38,21
20801,2015,3801,Ferrara,LM-32,Ingegneria Informatica e dell?Automazione,FERRARA,38,21
20802,2015,3801,Ferrara,LM/SNT3,Scienze delle Professioni Sanitarie Tecniche Diagnostiche,FERRARA,38,21
20803,2015,3701,Bologna,LM-86,Sicurezza e Qualita' delle Produzioni Animali,OZZANO DELL'EMILIA,37,21
20804,2015,3701,Bologna,LM-46,Odontoiatria e Protesi Dentaria,BOLOGNA,37,21
20805,2015,3701,Bologna,LM-56,Economics And Market Policy,RIMINI,99,21
20806,2015,3401,Parma,L-35,Matematica,PARMA,34,21
20807,2015,3401,Parma,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),PIACENZA,33,21
20808,2015,3601,Modena e Reggio Emilia,L-32,Scienze Naturali,MODENA,36,21
20809,2015,3201,Trieste,L-27,Chimica,TRIESTE,32,21
20810,2015,3201,Trieste,L-41,"Statistica e Informatica per l'Azienda, la Finanza e l'Assicurazione",TRIESTE,32,21
20811,2015,3001,Udine,LM-70,Scienze e Tecnologie Alimentari,UDINE,30,21
20812,2015,3001,Udine,LM-29,Ingegneria Elettronica,UDINE,30,21
20813,2015,3001,Udine,L-25,Scienze Agrarie,UDINE,30,21
20814,2015,3001,Udine,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",UDINE,30,21
20815,2015,2701,Venezia C Foscari,LM-05,Storia e Gestione del Patrimonio Archivistico e Bibliografico,VENEZIA,27,21
20816,2015,2801,Padova,L-08,Ingegneria Elettronica,PADOVA,28,21
20817,2015,2801,Padova,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),PADOVA,28,21
20818,2015,2801,Padova,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),SANTORSO,24,21
20819,2015,7901,Catanzaro,LM-63,Organizzazione dei Servizi della Pubblica Amministrazione,CATANZARO,79,21
20820,2015,7901,Catanzaro,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),CATANZARO,79,21
20821,2015,8301,Messina,18,Scienze dell'Educazione e della Formazione,MESSINA,83,21
20822,2015,8201,Palermo,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),PALERMO,82,21
20823,2015,8201,Palermo,L-23,Ingegneria Edile,PALERMO,82,21
20824,2015,8201,Palermo,L-25,Scienze Forestali ed Ambientali,PALERMO,82,21
20825,2015,7601,Basilicata,L-07,Ingegneria Civile e Ambientale,POTENZA,76,21
20826,2015,7501,Salento,LM-89,Storia dell'Arte,LECCE,75,21
20827,2015,7501,Salento,LM-94,Traduzione Tecnico-Scientifica e Interpretariato,LECCE,75,21
20828,2015,7501,Salento,99999,Giurisprudenza,LECCE,75,21
20829,2015,7201,Bari,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),BRINDISI,74,21
20830,2015,7201,Bari,L-35,Matematica,BARI,72,21
20831,2015,7201,Bari,LM-56,Economia degli Intermediari e dei Mercati Finanziari,BARI,72,21
20832,2015,7202,Bari Politecnico,L-08,Ingegneria Elettronica e delle Telecomunicazioni,BARI,72,21
20833,2015,6301,Napoli Federico II,LM-28,Ingegneria Elettrica,NAPOLI,63,21
20834,2015,6303,Napoli L'Orientale,LM-02,Archeologia: Oriente e Occidente,NAPOLI,63,21
20835,2015,6302,Napoli Parthenope,L-09,Ingegneria Gestionale,NAPOLI,63,21
20836,2015,6302,Napoli Parthenope,LM-31,Ingegneria Gestionale,NAPOLI,63,21
20837,2015,6306,Napoli Vanvitelli,L/SNT2,Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva),NAPOLI,63,21
20838,2015,6306,Napoli Vanvitelli,46/S,Medicina e Chirurgia (Sede di Napoli),NAPOLI,63,21
20839,2015,6306,Napoli Vanvitelli,99999,Giurisprudenza,SANTA MARIA CAPUA VETERE,61,21
20840,2015,6306,Napoli Vanvitelli,LM-40,Matematica,CASERTA,61,21
20841,2015,6901,Chieti e Pescara,L-33,Economia e Informatica per l'Impresa,PESCARA,68,21
